X,Y,FID,HANDLER_ID,SITE_NAME,LOC_STR_NO,LOC_ADDR_1,LOC_ADDR_2,LOC_CITY,LOC_COUNTY,LOC_ZIP,CONTACT_NA,CONTACT_PH,GENERATOR,TRANSPORTE,TREATER,STORER,LAND_UNIT,HSWA_PERMI,LAT,LONG,HCS_CODE,HCS_REF,HCS_RES
-8730582.3898,4251622.4104,94,NCD086330412,BCP CLAYTON,954,NC HWY 42 E, ,CLAYTON,JOHNSTON,27527,VAN W ELLIS,919-550-6924,SQG,N, , , , ,35.643096,-78.428156,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8843760.0255,4309724.8529,95,NC0000145292,BD DIAGNOSTICS WOMENS HEALTH AND CANCER,780,PLANTATION DR, ,BURLINGTON,ALAMANCE,27215,TODD M NANCE,336-290-8315,LQG,N, , , , ,36.066132,-79.444848,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8729371.9016,4225251.5804,96,NCR000150573,BD DISTRIBUTION CENTER,130,FOUR OAKS PKWY, ,FOUR OAKS,JOHNSTON,27524,RALPH A TERRY,919-963-4234,SQG,N, , , , ,35.45035,-78.417282,40,"USCGeocoder; SOURCE_CENSUS_2008_PLACES",Exact CityCentroid 4244932.21576214 Meters
-8674034.8714,4263878.6799,97,NCR000151084,BD RX INC,5200,CORPORATE PKWY, ,WILSON,WILSON,278939412,GREGORY M MCGUIRE,252-281-9221,SQG,N, , , , ,35.73252,-77.920181,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8567509.6885,4236505.6026,98,NCD982076325,BEAUFORT COUNTY COMMUNITY COLLEGE,5337,HWY 264 E, ,WASHINGTON,BEAUFORT,27889,JANE R ALLIGOOD,252-940-6321,SQG,N, , , , ,35.532663,-76.963249,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8778800.9838,4285740.1164,99,NCD075588343,BECTON DICKINSON RESEARCH CTR,21,DAVIS DR, ,RTP,DURHAM,27709,HORACE G ROZIER,919-597-6129,SQG,N, , , , ,35.891776,-78.861311,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8663471.097,4287373.221,100,NCD982090557,BEFCO INC,1781,S WESLEYAN BLVD, ,ROCKY MOUNT,NASH,27803,MATTHEW  HUTCHISON,919-977-9920,SQG,N, , , , ,35.90366,-77.825285,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8671721.019,4076443.0255,101,NCR000143636,CVS PHARMACY #7350,5712,CASTLE HAYNE ROAD, ,CASTLE HAYNE,NEW HANOVER,27526,WENDY L BRANT,4017651500,LQG,N, , , , ,34.35405801,-77.89939531,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8945718.6236,4337498.5571,102,NCR000153791,CVS PHARMACY #7354,600,SOUTH MAIN STREET, ,KING,STOKES,27021,WENDY L BRANT,4017651500,LQG,N, , , , ,36.26754994,-80.36075767,40,USCGeocoder,AddressRangeInterpolation - Exact
-8421964.241,4301375.025,103,NCR000135459,CVS PHARMACY #7361,1101,CROATAN HIGHWAY (US 158), ,KILL DEVIL HILLS,DARE,27948,WENDY L BRANT,4017651500,LQG,N, , , , ,36.005477,-75.655792,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8531621.4023,4127053.9374,104,NCR000154914,CVS PHARMACY #7381,1703,LIVE OAK ST, ,BEAUFORT,CARTERET,28516,WENDY L BRANT,401-765-1500,LQG,N, , , , ,34.72855627,-76.64085904,40,USCGeocoder,AddressRangeInterpolation - Exact
-8885653.8023,4307805.9227,105,NCR000155143,CVS PHARMACY #7394,1903,WEST FLORIDA STREET, ,GREENSBORO,GUILFORD,27403,WENDY L BRANT,4017651500,LQG,N, , , , ,36.0521966,-79.8211862,40,USCGeocoder,AddressRangeInterpolation - Exact
-8989226.1924,4197571.8203,106,NCR000155150,CVS PHARMACY #7407,6110,THE PLAZA, ,CHARLOTTE,MECKLENBURG,28215,WENDY L BRANT,4017651500,LQG,N, , , , ,35.24753918,-80.75159281,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8747965.8767,4016573.4814,107,NCR000153817,CVS PHARMACY #7420,9810,OCEAN HWY, ,CALABASH,BRUNSWICK,28467,NICOLE  WILKINSON,401-770-7132,LQG,N, , , , ,33.90888069,-78.58431452,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8981521.2349,4182743.7125,108,NCR000155168,CVS PHARMACY #7492,3610,MATHEWS ROAD, ,CHARLOTTE,MECKLENBURG,28105,WENDY L BRANT,4017651500,LQG,N, , , , ,35.1386837,-80.682378,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8724607.6345,4026204.4575,109,NCR000153825,CVS PHARMACY #7512,4553,MAIN STREET, ,SHALLOTTE,BRUNSWICK,28470,WENDY L BRANT,4017651500,LQG,N, , , , ,33.98065274,-78.37448386,40,USCGeocoder,AddressRangeInterpolation - Exact
-8745674.9282,4272946.1776,110,NCD981480320,CVS PHARMACY #7513,4309,NEW BERN AVENUE, ,RALEIGH,WAKE,27610,WENDY L BRANT,4017651500,LQG,N, , , , ,35.79861359,-78.56373458,40,USCGeocoder,AddressRangeInterpolation - Exact
-8836583.1243,4313124.5213,111,NCR000155200,CVS PHARMACY #7515,1009,WEST MAIN STREET, ,HAW RIVER,ALAMANCE,27258,WENDY L BRANT,4017651500,LQG,N, , , , ,36.09081456,-79.3803768,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8880253.6549,4306276.4087,112,NCR000153866,CVS PHARMACY #7523,1040,ALAMANCE CHURCH RD, ,GREENSBORO,GUILFORD,27406,WENDY L BRANT,401-765-1500,LQG,N, , , , ,36.0410874,-79.77267585,40,USCGeocoder,AddressRangeInterpolation - Exact
-8952836.7236,4199379.2212,113,NCR000153916,CVS PHARMACY #7524,101,EAST MAIN STREET, ,LOCUST,STANLY,28097,WENDY L BRANT,4017651500,LQG,N, , , , ,35.26079762,-80.42470065,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-9067853.8237,4277697.5207,114,NCR000153932,CVS PHARMACY #7535,3369,HICKORY BOULEVARD, ,HUDSON,CALDWELL,28638,WENDY L BRANT,4017651500,SQG,N, , , , ,35.83322451,-81.45791684,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8977649.7189,4188395.7825,115,NCR000154625,CVS PHARMACY #7536,4307,WILGROVE-MINT HILL ROAD, ,MINT HILL,MECKLENBURG,28227,WENDY L BRANT,4017651500,LQG,N, , , , ,35.18019364,-80.64759958,40,USCGeocoder,AddressRangeInterpolation - Exact
-8962439.0705,4258537.2132,116,NCR000153940,CVS PHARMACY #7539,1924,STATESVILLE BLVD, ,SALISBURY,ROWAN,28144,NICOLE  WILKINSON,401-770-7132,LQG,N, , , , ,35.69356,-80.51096,40,Google Maps API,Address Range Interpolation
-8780425.2365,4171705.9564,117,NCR000153056,CVS PHARMACY #7540,404,RAMSEY STREET, ,FAYETTEVILLE,CUMBERLAND,28301,WENDY L BRANT,4017651500,LQG,N, , , , ,35.05755915,-78.87590191,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8884871.6905,4260736.4215,118,NCR000153064,CVS PHARMACY #7544,285,NORTH FAYETTEVILLE STREET, ,ASHEBORO,RANDOLPH,27203,WENDY L BRANT,4017651500,LQG,N, , , , ,35.70960306,-79.81416037,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8889767.4805,4213957.5984,119,NCR000154963,CVS PHARMACY #7547,1022,ALBEMARLE ROAD, ,TROY,MONTGOMERY,27371,WENDY L BRANT,4017651500,LQG,N, , , , ,35.36766,-79.85814,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8771235.2114,4244598.2062,120,NCR000153072,CVS PHARMACY #7548,605,N MAIN ST, ,FUQUAY VARINA,WAKE,27526,WENDY L BRANT,401-765-1500,LQG,N, , , , ,35.59180094,-78.79334651,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8739401.0608,4286168.3264,121,NCR000153098,CVS PHARMACY #7555,2902,FORESTVILLE ROAD, ,RALEIGH,WAKE,27616,WENDY L BRANT,4017651500,LQG,N, , , , ,35.89489223,-78.50737547,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8848884.2843,4305220.8874,122,NCR000154997,CVS PHARMACY #7559,2017,WEST WEBB AVENUE, ,GLEN RAVEN,ALAMANCE,27215,WENDY L BRANT,4017651500,LQG,N, , , , ,36.03342,-79.49088,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8994910.9069,4205008.0817,123,NCR000155044,CVS PHARMACY #7560,2806,W SUGAR CREEK RD, ,CHARLOTTE,MECKLENBURG,28262,WENDY L BRANT,401-765-1500,LQG,N, , , , ,35.30207501,-80.80265947,40,USCGeocoder,AddressRangeInterpolation - Exact
-8963308.7696,4160422.4844,124,NCR000153114,CVS PHARMACY #7564,625,E ROOSEVELT BLVD, ,MONROE,UNION,28112,WENDY L BRANT,401-770-7457,LQG,N, , , , ,34.97454526,-80.51877264,40,USCGeocoder,AddressRangeInterpolation - Exact
-8761719.4788,4074562.3275,125,NCR000153163,CVS PHARMACY #7570,902,NORTH J.K. POWELL BOULEVARD, ,WHITEVILLE,COLUMBUS,28472,WENDY L BRANT,4017651500,LQG,N, , , , ,34.34010924,-78.70786523,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8883624.6628,4275341.7455,126,NCR000153171,CVS PHARMACY #7572,215,SOUTH MAIN STREET, ,RANDLEMAN,RANDOLPH,27317,WENDY L BRANT,4017651500,LQG,N, , , , ,35.81606587,-79.80295813,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8946224.1967,4162083.8513,127,NCR000153189,CVS PHARMACY #7573,6713,EAST MARSHVILLE ROAD, ,MARSHVILLE,UNION,28103,WENDY L BRANT,4017651500,LQG,N, , , , ,34.98677343,-80.36529931,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-9175980.2062,4203590.8498,128,NCR000152322,CVS PHARMACY #4183,2001,SPARTANBURG HIGHWAY, ,HENDERSONVILLE,HENDERSON,28792,WENDY L BRANT,4017651500,SQG,N, , , , ,35.29168419,-82.42923266,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-9135663.0484,4285547.3908,129,NCR000153197,CVS PHARMACY #7574,12121,S. 226 HWY, ,SPRUCE PINE,MITCHELL,28777,WENDY L BRANT,4017651500,LQG,N, , , , ,35.89037343,-82.06705747,40,USCGeocoder,AddressRangeInterpolation - Exact
-9153151.67,4286291.325,130,NCR000152330,CVS PHARMACY #4196,115,RESERVOIR ROAD, ,BURNSVILLE,YANCEY,28714,WENDY L BRANT,4017651500,LQG,N, , , , ,35.89578731,-82.22416043,40,USCGeocoder,"AddressRangeInterpolation - Relaxed;Soundex"
-9184005.4921,4223129.8083,131,NCR000152348,CVS PHARMACY #4197,3450,HENDERSONVILLE ROAD, ,FLETCHER,HENDERSON,28732,WENDY L BRANT,4017651500,LQG,N, , , , ,35.43482171,-82.50132503,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-9033228.3592,4192455.6434,132,NCR000153205,CVS PHARMACY #7578,3658,SOUTH NEW HOPE ROAD, ,GASTONIA,GASTON,28056,WENDY L BRANT,4017651500,LQG,N, , , , ,35.209997,-81.146871,40,USCGeocoder,USPSZipAreaCentroid - Exact
-9082074.4634,4203964.7417,133,NCR000152363,CVS PHARMACY #4202,1830,WEST DIXON BOULEVARD, ,SHELBY,CLEVELAND,28152,WENDY L BRANT,4017651500,LQG,N, , , , ,35.29442561,-81.58566302,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8939944.8434,4309239.3611,134,NCR000153221,CVS PHARMACY #7584,855,HANES MALL BOULEVARD, ,WINSTON-SALEM,FORSYTH,27103,WENDY L BRANT,4017651500,LQG,N, , , , ,36.06260656,-80.30889092,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8948909.0625,4311017.3624,135,NCR000152397,CVS PHARMACY #4253,1433,LEWISVILLE-CLEMMONS ROAD, ,CLEMMONS,FORSYTH,27012,WENDY L BRANT,4017651500,LQG,N, , , , ,36.0755169,-80.38941787,40,USCGeocoder,AddressRangeInterpolation - Exact
-8608625.2937,4245634.3382,136,NCR000151522,CVS PHARMACY #7587,3116,EAST 10TH STREET, ,GREENVILLE,PITT,27858,WENDY L BRANT,4017651500,LQG,N, , , , ,35.5993694815,-77.3325967655,40,USCGeocoder,StreetSegment - Exact
-8913601.6781,4282312.5388,137,NCR000152405,CVS PHARMACY #4284,1131,RANDOLPH STREET, ,THOMASVILLE,DAVIDSON,27360,WENDY L BRANT,4017651500,LQG,N, , , , ,35.86682793,-80.07224624,40,USCGeocoder,AddressRangeInterpolation - Exact
-8773729.0385,4218132.4759,138,NCR000153247,CVS PHARMACY #7597,803,MAIN STREET, ,LILLINGTON,HARNETT,27546,WENDY L BRANT,4017651500,LQG,N, , , , ,35.39823666,-78.81574894,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8794382.8628,4114947.8008,139,NCR000153312,CVS PHARMACY #7641,3001,FAYETTEVILLE RD, ,LUMBERTON,ROBESON,28358,WENDY L BRANT,4017651500,LQG,N, , , , ,34.63912962,-79.0012854,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8921054.8253,4302378.509,140,NCR000155069,CVS PHARMACY #7681,10478,NORTH CAROLINA HIGHWAY 109, ,WINSTON-SALEM,FORSYTH,27373,WENDY L BRANT,4017651500,LQG,N, , , , ,36.012769,-80.139199,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8933321.6421,4275964.7339,141,NCR000152421,CVS PHARMACY #4294,309,EAST CENTER STREET, ,LEXINGTON,DAVIDSON,27292,WENDY L BRANT,4017651500,LQG,N, , , , ,35.82060386,-80.24939369,40,USCGeocoder,AddressRangeInterpolation - Exact
-9005529.0542,4194444.6313,142,NCR000155093,CVS PHARMACY #7688,3440,WILKINSON BOULEVARD, ,CHARLOTTE,MECKLENBURG,28208,WENDY L BRANT,4017651500,LQG,N, , , , ,35.22459413,-80.89804391,40,USCGeocoder,AddressRangeInterpolation - Exact
-8975568.8705,4368345.0923,143,NCR000155366,CVS PHARMACY #4297,1506,EAST 11TH STREET (HIGHWAY 64), ,MOUNT AIRY,SURRY,27030,WENDY L BRANT,4017651500,LQG,N, , , , ,36.490645,-80.628907,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8935318.5489,4228144.967,144,NCR000155101,CVS PHARMACY #7696,396,WEST CHURCH STREET, ,RICHFIELD,ROWAN,28137,WENDY L BRANT,4017651500,LQG,N, , , , ,35.47152056,-80.26733221,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-9189371.2975,4229389.1482,145,NCR000153320,CVS PHARMACY #7884,324,LONG SHOALS ROAD, ,ARDEN,BUNCOMBE,28704,WENDY L BRANT,4017651500,LQG,N, , , , ,35.48062237,-82.54952688,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8673483.1721,4047923.7329,146,NCR000152447,CVS PHARMACY #4298,6435,CAROLINA BEACH ROAD, ,WILMINGTON,NEW HANOVER,28412,WENDY L BRANT,4017651500,LQG,N, , , , ,34.142287,-77.915225,40,USCGeocoder,USPSZipAreaCentroid - Exact
-9008934.2162,4184865.3614,147,NCR000153759,CVS PHARMACY #7941,8420,STEELE CREEK ROAD, ,CHARLOTTE,MECKLENBURG,28217,WENDY L BRANT,4017707457,LQG,N, , , , ,35.154268,-80.928633,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8777355.557,4275817.0665,148,NCR000153882,CVS PHARMACY #8417,3581,DAVIS DRIVE, ,CARY,WAKE,27519,WENDY L BRANT,4017707457,LQG,N, , , , ,35.81952824,-78.84832651,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8985367.2487,4180519.0864,149,NCR000152454,CVS PHARMACY #4299,1305,MATTHEWS TOWNSHIP PARKWAY, ,MATTHEWS,MECKLENBURG,28105,WENDY L BRANT,4017651500,LQG,N, , , , ,35.12233979,-80.71692733,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8776316.65,4251447.3101,150,NCR000153890,CVS PHARMACY #8911,151,VILLAGE WALK DR, ,HOLLY SPRINGS,WAKE,27540,PAT  WERNEIWSKI,401-770-6493,LQG,N, , , , ,35.64181771,-78.83899385,40,USCGeocoder,"ExactParcelCentroidPoint - Relaxed;Soundex"
-8814800.26,4138143.7991,151,NCR000152462,CVS PHARMACY #4374,903,EAST 4TH AVENUE, ,RED SPRINGS,ROBESON,28377,WENDY L BRANT,4017651500,LQG,N, , , , ,34.810391,-79.184698,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8687189.941,4057541.0137,152,NCR000155119,CVS PHARMACY #8928,1132,EAST CUTLER CROSSING, ,LELAND,BRUNSWICK,28451,WENDY L BRANT,4017707457,LQG,N, , , , ,34.21376,-78.038355,40,USCGeocoder,USPSZipAreaCentroid - Exact
-9075855.8205,4293606.1179,153,NCR000152470,CVS PHARMACY #4379,875,BLOWING ROCK BOULEVARD, ,LENOIR,CALDWELL,28645,WENDY L BRANT,4017651500,LQG,N, , , , ,35.949,-81.5298,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8744010.7987,4262849.84,154,NCR000155127,CVS PHARMACY #8935,6216,BATTLE BRIDGE RD., ,RALEIGH,WAKE,27610,WENDY L BRANT,4017707457,LQG,N, , , , ,35.72501725,-78.54878545,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8867741.6613,4348033.7489,155,NCR000155374,CVS PHARMACY #4381,1607,WAY ST, ,REIDSVILLE,ROCKINGHAM,27320,WENDY L BRANT,401-770-7457,LQG,N, , , , ,36.34381681,-79.6602787,40,USCGeocoder,AddressRangeInterpolation - Exact
-8737086.0084,4014909.4702,156,NCR000010694,CVS PHARMACY #7048,7295,BEACH DRIVE, ,OCEAN ISLE BEACH,BRUNSWICK,28469,WENDY L BRANT,4017651500,LQG,N, , , , ,33.896474,-78.486579,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8548831.0026,4128062.9175,157,NCR000152488,CVS PHARMACY #4390,5020,ARENDELL ST, ,MOREHEAD,CARTERET,28557,WENDY L BRANT,401-765-1500,LQG,N, , , , ,34.73600513,-76.79545551,40,USCGeocoder,AddressRangeInterpolation - Exact
-8743903.3253,4217574.3997,158,NCR000153361,CVS PHARMACY #0427,13440,NC 210 HIGHWAY, ,BENSON,JOHNSTON,27504,WENDY L BRANT,4017651500,LQG,N, , , , ,35.39415,-78.54782,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8974772.9361,4166933.9233,159,NCD981747728,CYRIL BATH,1610,AIRPORT RD, ,MONROE,UNION,281107393,JEFF  THOMAS,704-372-9467,SQG,N, , , , ,35.022461,-80.621757,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8789639.7485,4295228.0559,160,NCR000152496,CVS PHARMACY #4391,1845,MARTIN LUTHER KING PARKWAY, ,DURHAM,DURHAM,27707,WENDY L BRANT,4017651500,LQG,N, , , , ,35.96079421,-78.95867728,40,USCGeocoder,"AddressRangeInterpolation - Relaxed;Soundex"
-8666033.783,4062789.935,161,NCD981861172,D & E CAR EXCHANGE INC,6220,MARKET ST, ,WILMINGTON,NEW HANOVER,28405,KENT J DUBOSE,9107994210,SQG,N, , , , ,34.252743,-77.848306,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8976157.7519,4316265.9554,162,NCR000151464,CVS PHARMACY #4398,921,S STATE ST, ,YADKINVILLE,YADKIN,27055,WENDY L BRANT,401-765-1500,SQG,N, , , , ,36.1136153773,-80.6341970124,40,USCGeocoder,ZCTA - Exact
-8718149.4498,4311930.8431,163,NCD981855950,D & J AUTOMOTIVE LLC.,1188,US HWY 401 S, ,LOUISBURG,FRANKLIN,27549,PHYLLIS J CULBRELT,919-496-5161,SQG,N, , , , ,36.082149,-78.316469,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9017107.9611,4207907.9468,164,NCD091245498,DAIMLER TRUCKS NORTH AMERICA LLC: MOUNT HOLLY,1800,NORTH MAIN ST, ,MOUNT HOLLY,GASTON,28120,MICHAEL J DEPALMA,7048227034,LQG,N, , , , ,35.323332,-81.002059,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8982821.6692,4263585.2153,165,NCD018652339,"DAIMLER TRUCKS NORTH AMERICA, LLC",11550,STATESVILLE BOULEVARD, ,CLEVELAND,ROWAN,27013,ERIC L MOSER,7046455353,LQG,N, , ,Y, ,35.73038,-80.69406,31,GOOGLE EARTH, 
-9039410.3758,4203060.5759,166,NCD091245431,"DAIMLER TRUCKS, N.A.",1400,TULIP DRIVE, ,GASTONIA,GASTON,28052,CARLA  CRISP,7048685612,SQG,N, , , , ,35.287796,-81.202405,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8885159.5393,4309414.5077,167,NCR000155358,CVS PHARMACY #4431,1615,SPRING GARDEN STREET, ,GREENSBORO,GUILFORD,27403,WENDY L BRANT,4017651500,LQG,N, , , , ,36.06387842,-79.81674616,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8688374.9369,4071573.9157,168,NCD047369046,DAK AMERICAS LLC CAPE FEAR SITE,3500,DANIELS RD NE, ,LELAND,BRUNSWICK,28451,ELIZABETH M WIKE,910-512-4883,LQG,N, , , ,Y,34.31794,-78.049,31,GOOGLE EARTH, 
-8801124.38,4168037.7431,169,NCR000155341,CVS PHARMACY #4435,9539,CLIFFDALE ROAD, ,FAYETTEVILLE,CUMBERLAND,28304,WENDY L BRANT,4017651500,LQG,N, , , , ,35.0305809,-79.06184548,40,USCGeocoder,AddressRangeInterpolation - Exact
-8905491.2572,4299597.5007,170,NCR000155325,CVS PHARMACY #4441,1119,EASTCHESTER DRIVE, ,HIGH POINT,GUILFORD,27265,WENDY L BRANT,4017651500,LQG,N, , , , ,35.99255864,-79.99938909,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8770650.1707,4162285.7035,171,NCR000136937,DAK AMERICAS LLC,3216,CEDAR CREEK RD, ,FAYETTEVILLE,CUMBERLAND,28312,JAMES  BURKE,910-433-8274,SQG,N, , , , ,34.988259,-78.788091,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8783002.7613,4306017.7377,172,NCR000152504,CVS PHARMACY #4444,3737,ROXBORO ROAD, ,DURHAM,DURHAM,27704,WENDY L BRANT,4017651500,LQG,N, , , , ,36.03920846,-78.89905621,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8770652.2579,4162282.6517,173,NCD990714479,DAK AMERICAS LLC CEDAR CREEK SITE,3220,CEDAR CREEK ROAD, ,FAYETTEVILLE,CUMBERLAND,28312,JAMES E BURKE,910-433-8274,SQG,N, , , , ,34.98823654,-78.78810975,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-9192928.9705,4204934.5602,174,NCR000155085,CVS PHARMACY #4467,128,CROSS ROAD DRIVE, ,MILLS RIVER,HENDERSON,28759,WENDY L BRANT,4017651500,LQG,N, , , , ,35.301536,-82.581486,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8994784.0618,4242793.0136,175,NCR000001941,DALE EARNHARDT INC,1675,DALE EARNHARDT HWY #3, ,MOORESVILLE,IREDELL,28115,RANDY  EARNHARDT,7046628000 3201,SQG,N, , , , ,35.578613,-80.80152,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-9032065.9867,4201074.0907,176,NCR000155077,CVS PHARMACY #4490,2580,COURT DRIVE, ,GASTONIA,GASTON,28054,WENDY L BRANT,4017651500,LQG,N, , , , ,35.2732286,-81.13642923,40,USCGeocoder,AddressRangeInterpolation - Exact
-8997734.0282,4240803.0925,177,NCD030511976,DALE EARNHARDT INC,1035,MECKLENBURG HWY, ,MOORESVILLE,IREDELL,28115,RANDY  EARNHARDT,704-662-8000 3201,SQG,N, , , , ,35.564073,-80.82802,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8975350.1277,4171786.5794,178,NCR000139493,DALE JARRETT FORD INC,88,DALE JARRETT BLVD, ,INDIAN TRAIL,UNION,28079,KEVIN  BURKE,7042838521,SQG,N, , , , ,35.058152,-80.626942,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9017251.5988,4234540.6521,179,NCR000151662,CVS PHARMACY #4620,7409,WEBBS RD, ,DENVER,LINCOLN,28037,WENDY L BRANT,4017651500,LQG,N, , , , ,35.51829724,-81.00334932,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8670785.8395,4052448.793,180,NCR000152512,CVS PHARMACY #4622,3625,SOUTH COLLEGE ROAD, ,WILMINGTON,NEW HANOVER,28412,WENDY L BRANT,4017651500,LQG,N, , , , ,34.17592355,-77.89099445,40,USCGeocoder,AddressRangeInterpolation - Exact
-9186587.8783,4240409.257,181,NCD986229425,DANIELS GRAPHICS,131,SWEETEN CREEK RD, ,ASHEVILLE,BUNCOMBE,28803,SELENA  PARRIS,8282778250,SQG,N, , , , ,35.561195,-82.524523,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8905982.9455,4288257.6239,182,NCD083635318,"DAR-RAN FURNITURE INDUSTRIES, INC.",2402,SHORE STREET, ,HIGH POINT,GUILFORD,27264,RON  SCHOTT,3368612477,LQG,N, , , , ,35.910095,-80.003806,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9002574.1997,4201676.9776,183,NCD121700777,DART ACQUISITIONS LLC,4132,POMPANO ROAD, ,CHARLOTTE,MECKLENBURG,28216,JAMES G KREGER,7043959559,LQG,N,Y,Y, , ,35.27765,-80.8715,31,GOOGLE EARTH, 
-8838836.2798,4309372.9317,184,NCR000152520,CVS PHARMACY #4655,401,SOUTH MAIN STREET, ,GRAHAM,ALAMANCE,27253,WENDY L BRANT,4017651500,LQG,N, , , , ,36.06357651,-79.40061724,40,USCGeocoder,AddressRangeInterpolation - Exact
-8940631.8048,4316802.4991,185,NCD981859465,DAVIDS CLEANERS,3435,ROBINHOOD RD, ,WINSTON SALEM,FORSYTH,27106,AUSTIN POWELL  POWELL,3367601030,SQG,N, , , , ,36.117509,-80.315062,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8905860.6053,4291666.8558,186,NCD042425447,DAVIS FURNITURE INDUSTRIES INC,2401,S COLLEGE DR, ,HIGH POINT,GUILFORD,27260,JEFF  MANUEL,336-889-2009,SQG,N, , , , ,35.934896,-80.002707,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8679169.1868,4297085.1862,187,NCR000152546,CVS PHARMACY #4988,101,W WASHINGTON ST, ,NASHVILLE,NASH,27856,WENDY L BRANT,401-770-7457,LQG,N, , , , ,35.9742965,-77.96630334,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8981872.2253,4176330.4821,188,NCD986195147,DAVIS STEEL & IRON CO INC,1035,COMMERCIAL DR, ,MATTHEWS,UNION,28104,DAVID F COLE,7048217676,SQG,N, , , , ,35.091558,-80.685531,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9186370.026,4227032.5775,189,NCD986166361,DAY INTERNATIONAL,95,GLENN BRIDGE ROAD, ,ARDEN,BUNCOMBE,28704,JOHN R HODGES,8286874329,LQG,N, , , , ,35.463382,-82.522566,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8773325.2237,4274250.6533,190,NCR000152553,CVS PHARMACY #5042,1990,NW CARY PKWY, ,MORRISVILLE,WAKE,27560,WENDY L BRANT,401-765-1500,LQG,N, , , , ,35.80811748,-78.81212141,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8718424.1863,4234595.053,191,NCD981858863,DEACON JONES BUICK-PONTIAC,1115,N BRIGHTLEAF BLVD, ,SMITHFIELD,JOHNSTON,27577,MIKE  CARLSON,9199348101,SQG,N, , , , ,35.518695,-78.318937,40,BATCHGEO.COM - YAHOO API,ROOFTOP
